,Fighter Name,Age,Height,Reach,Overall Record,Record in Last 5,Sig. Strikes Landed/min,Striking Accuracy (%),Sig. Strikes Absorbed/min,Striking Defense (%),Differential/min (+/-),Takedown Avg/15min,Takedown Accuracy (%),Takedown Defense (%),Sub Attempt Avg/15min,# of Fights,KO Win %,Sub Win %,Dec Win %,Finish Rate,KO Wins,KO Losses,Sub Wins,Sub Losses,Dec Wins,Dec Losses,DQ Wins,DQ Losses,Odds,Category
121,Jesus Aguilar,27,64,62.0,09-02-0,04-01,1.69,49%,1.03,63%,0.66,2.72,37%,0%,1.8,11,9.00%,55.00%,18.00%,63.64%,1,0,6,2,2,0,0,0,135.0,Flyweight Bout
122,Edgar Chairez,28,67,72.0,10-05-0,2-2 (1 NC),2.6,48%,4.26,41%,-1.66,0.0,0%,45%,1.3,15,27.00%,40.00%,0.00%,66.67%,4,0,6,2,0,3,0,0,-365.0,Flyweight Bout
123,Malcolm Gordon,333,67,70.0,14-07-0,02-03,1.93,42%,2.26,42%,-0.33,1.61,30%,9%,0.8,21,24.00%,29.00%,14.00%,52.38%,5,5,6,2,3,0,0,0,-135.0,Flyweight Bout
124,Joshua Van,22,65,65.0,09-01-0,5-0,9.2,51%,5.93,63%,3.27,1.0,33%,87%,0.0,10,50.00%,20.00%,20.00%,70.00%,5,0,2,1,2,0,0,0,-210.0,Flyweight Bout
125,Joshua Van,22,65,65.0,08-01-0,5-0,8.0,51%,6.87,64%,1.13,0.0,0%,80%,0.0,9,56.00%,22.00%,11.00%,77.78%,5,0,2,1,1,0,0,0,-210.0,Flyweight Bout
126,Joshua Van,22,65,65.0,09-01-0,5-0,9.2,51%,5.93,63%,3.27,1.0,33%,87%,0.0,10,50.00%,20.00%,20.00%,70.00%,5,0,2,1,2,0,0,0,225.0,Flyweight Bout
127,Joshua Van,22,65,65.0,08-01-0,5-0,8.0,51%,6.87,64%,1.13,0.0,0%,80%,0.0,9,56.00%,22.00%,11.00%,77.78%,5,0,2,1,1,0,0,0,225.0,Flyweight Bout
128,Tagir Ulanbekov,32,67,70.0,14-02-0,04-01,3.35,44%,3.29,54%,0.06,3.81,42%,61%,0.9,16,0.00%,50.00%,38.00%,50.00%,0,0,8,0,6,2,0,0,-170.0,Flyweight Bout
129,HyunSung Park,28,67,66.0,8-0-0,5-0,3.51,48%,2.62,59%,0.89,2.23,30%,100%,3.7,8,38.00%,50.00%,13.00%,87.50%,3,0,4,0,1,0,0,0,-500.0,Flyweight Bout
130,Rayanne Amanda,28,62,62.0,14-06-0,04-01,3.67,31%,6.87,57%,-3.2,1.0,25%,0%,0.0,20,10.00%,40.00%,20.00%,50.00%,2,1,8,1,4,4,0,0,-155.0,Flyweight Bout
131,Steve Erceg,28,68,68.0,12-01-0,5-0,4.57,48%,3.64,55%,0.93,1.69,30%,77%,0.8,13,15.38%,46.15%,30.77%,61.54%,2,0,6,0,4,1,0,0,200.0,Flyweight Bout
132,Steve Erceg,28,68,68.5,11-01-0,5-0,4.27,48%,3.57,49%,0.7,2.0,33%,77%,1.0,12,8.00%,50.00%,33.00%,58.33%,1,0,6,0,4,1,0,0,200.0,Flyweight Bout
133,Steve Erceg,28,68,68.5,10-01-0,5-0,3.6,38%,3.53,53%,0.07,3.0,75%,66%,1.0,11,9.00%,55.00%,27.00%,63.64%,1,0,6,0,3,1,0,0,200.0,Flyweight Bout
134,Steve Erceg,28,68,68.0,12-01-0,5-0,4.57,48%,3.64,55%,0.93,1.69,30%,77%,0.8,13,15.38%,46.15%,30.77%,61.54%,2,0,6,0,4,1,0,0,-305.0,Flyweight Bout
135,Steve Erceg,28,68,68.5,11-01-0,5-0,4.27,48%,3.57,49%,0.7,2.0,33%,77%,1.0,12,8.00%,50.00%,33.00%,58.33%,1,0,6,0,4,1,0,0,-305.0,Flyweight Bout
136,Steve Erceg,28,68,68.5,10-01-0,5-0,3.6,38%,3.53,53%,0.07,3.0,75%,66%,1.0,11,9.00%,55.00%,27.00%,63.64%,1,0,6,0,3,1,0,0,-305.0,Flyweight Bout
137,Steve Erceg,28,68,68.0,12-01-0,5-0,4.57,48%,3.64,55%,0.93,1.69,30%,77%,0.8,13,15.38%,46.15%,30.77%,61.54%,2,0,6,0,4,1,0,0,163.0,UFC Flyweight Title Bout
138,Steve Erceg,28,68,68.5,11-01-0,5-0,4.27,48%,3.57,49%,0.7,2.0,33%,77%,1.0,12,8.00%,50.00%,33.00%,58.33%,1,0,6,0,4,1,0,0,163.0,UFC Flyweight Title Bout
139,Steve Erceg,28,68,68.5,10-01-0,5-0,3.6,38%,3.53,53%,0.07,3.0,75%,66%,1.0,11,9.00%,55.00%,27.00%,63.64%,1,0,6,0,3,1,0,0,163.0,UFC Flyweight Title Bout
140,Derrick Lewis,39,75,79.0,27-12-0,01-04,2.43,50%,2.48,40%,-0.05,0.53,26%,53%,0.0,40,55.00%,2.50%,10.00%,57.50%,22,7,1,2,4,3,0,0,-150.0,Heavyweight Bout
141,Derrick Lewis,39,75,79.0,27-12-0,01-04,2.43,50%,2.48,40%,-0.05,0.53,26%,53%,0.0,40,55.00%,2.50%,10.00%,57.50%,22,7,1,2,4,3,0,0,-500.0,Heavyweight Bout
142,Don'Tale Mayes,32,78,81.0,10-06-0,03-02,3.6,44%,3.84,46%,-0.24,0.79,43%,60%,0.0,17,35.29%,5.88%,17.65%,41.18%,6,1,1,2,3,2,0,1,-107.0,Heavyweight Bout
143,Don'Tale Mayes,32,78,81.0,10-06-0,03-02,3.6,44%,3.84,46%,-0.24,0.79,43%,60%,0.0,17,35.29%,5.88%,17.65%,41.18%,6,1,1,2,3,2,0,1,-190.0,Heavyweight Bout
144,Jairzinho Rozenstruik,35,74,78.0,13-05-0,02-03,2.81,45%,3.15,45%,-0.34,0.0,0%,73%,0.0,18,67.00%,0.00%,6.00%,66.67%,12,2,0,1,1,2,0,0,140.0,Heavyweight Bout
145,Thomas Petersen,28,73,74.0,08-01-0,04-01,3.59,73%,2.45,40%,1.14,7.34,100%,100%,2.5,10,80.00%,10.00%,0.00%,90.00%,8,1,1,0,0,0,0,0,-170.0,Heavyweight Bout
146,Andrei Arlovski,44,75,77.0,34-22 (2 NC),03-02,3.78,45%,3.2,57%,0.58,0.39,36%,76%,0.2,56,30.00%,5.00%,25.00%,35.71%,17,12,3,3,14,7,0,0,475.0,Heavyweight Bout
147,Martin Buday,32,76,77.0,13-01-0,5-0,5.62,52%,5.4,55%,0.22,0.3,50%,100%,0.3,14,43.00%,21.00%,29.00%,64.29%,6,0,3,0,4,1,0,0,-143.0,Heavyweight Bout
148,Mick Parkin,28,76,79.0,8-0-0,5-0,4.41,52%,4.01,55%,0.4,2.35,41%,50%,0.5,8,62.50%,12.50%,25.00%,75.00%,5,0,1,0,2,0,0,0,285.0,Heavyweight Bout
149,Mick Parkin,28,76,79.0,7-0-0,5-0,6.02,60%,3.07,67%,2.95,1.77,100%,33%,0.9,7,71.00%,14.00%,14.00%,85.71%,5,0,1,0,1,0,0,0,285.0,Heavyweight Bout
150,Mick Parkin,28,76,79.0,8-0-0,5-0,4.41,52%,4.01,55%,0.4,2.35,41%,50%,0.5,8,62.50%,12.50%,25.00%,75.00%,5,0,1,0,2,0,0,0,-138.0,Heavyweight Bout
151,Mick Parkin,28,76,79.0,7-0-0,5-0,6.02,60%,3.07,67%,2.95,1.77,100%,33%,0.9,7,71.00%,14.00%,14.00%,85.71%,5,0,1,0,1,0,0,0,-138.0,Heavyweight Bout
152,Waldo Cortes-Acosta,32,76,78.0,11-01-0,04-01,6.13,47%,4.02,52%,2.11,0.0,0%,60%,0.0,12,41.67%,8.33%,41.67%,50.00%,5,0,1,0,5,1,0,0,174.0,Heavyweight Bout
153,Waldo Cortes-Acosta,32,76,78.0,10-01-0,04-01,6.97,50%,4.06,52%,2.91,0.0,0%,60%,0.0,11,45.00%,9.00%,36.00%,54.55%,5,0,1,0,4,1,0,0,174.0,Heavyweight Bout
154,Waldo Cortes-Acosta,32,76,78.0,11-01-0,04-01,6.13,47%,4.02,52%,2.11,0.0,0%,60%,0.0,12,41.67%,8.33%,41.67%,50.00%,5,0,1,0,5,1,0,0,-650.0,Heavyweight Bout
155,Waldo Cortes-Acosta,32,76,78.0,10-01-0,04-01,6.97,50%,4.06,52%,2.91,0.0,0%,60%,0.0,11,45.00%,9.00%,36.00%,54.55%,5,0,1,0,4,1,0,0,-650.0,Heavyweight Bout
156,Austen Lane,36,78,80.0,12-04-0,3-1 (1,4.48,47%,2.85,48%,1.63,0.0,0%,0%,0.0,17,64.71%,5.88%,0.00%,70.59%,11,4,1,0,0,0,0,0,205.0,Heavyweight Bout
157,Court McGee,39,71,75.0,21-12-0,02-03,4.63,37%,3.68,60%,0.95,1.89,25%,69%,0.4,34,8.82%,23.53%,32.35%,32.35%,3,3,8,0,11,9,0,0,245.0,Heavyweight Bout
158,Karl Williams,34,75,79.0,09-01-0,5-0,2.93,49%,1.8,62%,1.13,4.0,46%,100%,0.0,10,30.00%,0.00%,60.00%,30.00%,3,0,0,1,6,0,0,0,-180.0,Heavyweight Bout
159,Mohammed Usman,35,74,79.0,10-02-0,04-01,2.92,40%,3.96,52%,-1.04,1.26,18%,0%,0.0,13,30.77%,15.38%,38.46%,46.15%,4,0,2,1,5,1,0,0,118.0,Heavyweight Bout
160,Tai Tuivasa,31,74,75.0,15-06-0,02-03,3.98,49%,4.98,43%,-1.0,0.0,0%,54%,0.0,21,67.00%,0.00%,5.00%,66.67%,14,3,0,2,1,1,0,0,-125.0,Heavyweight Bout
161,Curtis Blaydes,33,76,80.0,17-04-0,03-02,3.56,49%,1.89,59%,1.67,5.93,53%,33%,0.0,22,54.55%,0.00%,22.73%,54.55%,12,4,0,0,5,0,0,0,-108.0,Heavyweight Bout
162,Robelis Despaigne,35,79,84.0,5-0-0,5-0,23.33,77%,6.67,60%,16.66,0.0,0%,0%,0.0,5,100.00%,0.00%,0.00%,100.00%,5,0,0,0,0,0,0,0,425.0,Heavyweight Bout
163,Robelis Despaigne,35,79,87.0,4-0-0,4-0,0.0,0%,0.0,0%,0.0,0.0,0%,0%,0.0,4,100.00%,0.00%,0.00%,100.00%,4,0,0,0,0,0,0,0,425.0,Heavyweight Bout
164,Robelis Despaigne,35,79,84.0,5-0-0,5-0,23.33,77%,6.67,60%,16.66,0.0,0%,0%,0.0,5,100.00%,0.00%,0.00%,100.00%,5,0,0,0,0,0,0,0,-204.0,Heavyweight Bout
165,Robelis Despaigne,35,79,87.0,4-0-0,4-0,0.0,0%,0.0,0%,0.0,0.0,0%,0%,0.0,4,100.00%,0.00%,0.00%,100.00%,4,0,0,0,0,0,0,0,-204.0,Heavyweight Bout
166,Marcos Rogerio de Lima,38,73,75.0,21-09-0,03-02,3.61,56%,2.96,51%,0.65,1.34,47%,59%,0.5,31,42.00%,13.00%,13.00%,54.84%,13,2,4,5,4,2,0,0,-140.0,Heavyweight Bout
167,Jailton Almeida,32,75,79.0,20-02-0,5-0,2.78,64%,0.52,43%,2.26,5.14,55%,75%,2.4,22,31.82%,50.00%,4.55%,81.82%,7,1,11,0,1,1,0,0,500.0,Heavyweight Bout
168,Jailton Almeida,32,75,79.0,20-02-0,5-0,2.78,64%,0.52,43%,2.26,5.14,55%,75%,2.4,22,31.82%,50.00%,4.55%,81.82%,7,1,11,0,1,1,0,0,-112.0,Heavyweight Bout
169,Rodrigo Nascimento,31,74,80.0,11-01-0,03-01,4.31,48%,4.76,43%,-0.45,1.2,33%,77%,0.7,13,15.38%,46.15%,23.08%,61.54%,2,1,6,0,3,0,0,0,190.0,Heavyweight Bout
170,Rodrigo Nascimento,31,74,80.0,11-01-0,03-01,4.31,48%,4.76,43%,-0.45,1.2,33%,77%,0.7,13,15.38%,46.15%,23.08%,61.54%,2,1,6,0,3,0,0,0,130.0,Heavyweight Bout
171,Anthony Smith,35,76,76.0,37-19-0,02-03,3.21,48%,4.47,46%,-1.26,0.49,26%,48%,0.6,56,33.93%,25.00%,5.36%,58.93%,19,11,14,4,3,4,0,0,400.0,Light Heavyweight Bout
172,Anthony Smith,35,76,76.0,37-18-0,03-02,3.16,48%,4.45,46%,-1.29,0.52,28%,48%,0.7,54,33.00%,28.00%,6.00%,61.11%,18,9,15,5,3,4,0,0,400.0,Light Heavyweight Bout
173,Anthony Smith,35,76,76.0,37-19-0,02-03,3.21,48%,4.47,46%,-1.26,0.49,26%,48%,0.6,56,33.93%,25.00%,5.36%,58.93%,19,11,14,4,3,4,0,0,205.0,Light Heavyweight Bout
174,Anthony Smith,35,76,76.0,37-18-0,03-02,3.16,48%,4.45,46%,-1.29,0.52,28%,48%,0.7,54,33.00%,28.00%,6.00%,61.11%,18,9,15,5,3,4,0,0,205.0,Light Heavyweight Bout
175,Ryan Spann,32,77,79.0,21-09-0,02-03,3.42,40%,3.91,45%,-0.49,1.29,35%,47%,1.5,30,20.00%,40.00%,10.00%,60.00%,6,3,12,3,3,3,0,0,-200.0,Light Heavyweight Bout
176,Ovince Saint Preux,40,75,80.0,26-17-0,02-03,2.71,47%,3.14,46%,-0.43,1.15,38%,66%,0.5,43,30.00%,16.00%,14.00%,46.51%,13,5,7,3,6,9,0,0,385.0,Light Heavyweight Bout
177,Ion Cutelaba,30,73,75.0,17-09-0,03-02,4.63,43%,3.29,48%,1.34,4.75,58%,77%,0.0,28,46.43%,7.14%,7.14%,53.57%,13,3,2,4,2,1,0,1,-145.0,Light Heavyweight Bout
178,Zac Pauga,35,74,76.0,06-02-0,03-02,4.44,62%,2.72,57%,1.72,0.42,9%,100%,0.0,8,12.50%,0.00%,62.50%,12.50%,1,1,0,0,5,1,0,0,-135.0,Light Heavyweight Bout
179,Rodolfo Bellato,27,75,77.5,11-02-0,04-01,5.39,62%,4.9,45%,0.49,0.82,25%,100%,0.8,13,46.00%,31.00%,8.00%,76.92%,6,2,4,0,1,0,0,0,-400.0,Light Heavyweight Bout
180,Alonzo Menifield,36,72,76.0,15-03-0,4-0-1,3.92,57%,3.51,49%,0.41,0.67,33%,75%,0.3,19,52.63%,15.79%,10.53%,68.42%,10,1,3,0,2,2,0,0,214.0,Light Heavyweight Bout
181,Alonzo Menifield,36,72,76.0,14-03-0,03-01-2001,3.82,57%,3.09,52%,0.73,0.62,30%,75%,0.3,18,50.00%,22.00%,6.00%,72.22%,9,1,4,0,1,2,0,0,214.0,Light Heavyweight Bout
182,Alonzo Menifield,36,72,76.0,15-03-0,4-0-1,3.92,57%,3.51,49%,0.41,0.67,33%,75%,0.3,19,52.63%,15.79%,10.53%,68.42%,10,1,3,0,2,2,0,0,-270.0,Women's Flyweight Bout
183,Alonzo Menifield,36,72,76.0,14-03-0,03-01-2001,3.82,57%,3.09,52%,0.73,0.62,30%,75%,0.3,18,50.00%,22.00%,6.00%,72.22%,9,1,4,0,1,2,0,0,-270.0,Women's Flyweight Bout
184,Jiri Prochazka,31,75,80.0,29-04-0,04-01,5.31,55%,5.17,40%,0.14,0.61,50%,68%,0.3,34,73.53%,8.82%,2.94%,82.35%,25,3,3,1,1,0,0,0,103.0,Light Heavyweight Bout
185,Jiri Prochazka,31,75,80.0,29-03-0,5-0,5.77,55%,5.4,40%,0.37,0.38,100%,68%,0.4,33,76.00%,9.00%,3.00%,84.85%,25,2,3,1,1,0,0,0,103.0,Light Heavyweight Bout
186,Jiri Prochazka,31,75,80.0,29-04-0,04-01,5.31,55%,5.17,40%,0.14,0.61,50%,68%,0.3,34,73.53%,8.82%,2.94%,82.35%,25,3,3,1,1,0,0,0,-105.0,UFC Light Heavyweight Title Bout
187,Jiri Prochazka,31,75,80.0,29-03-0,5-0,5.77,55%,5.4,40%,0.37,0.38,100%,68%,0.4,33,76.00%,9.00%,3.00%,84.85%,25,2,3,1,1,0,0,0,-105.0,UFC Light Heavyweight Title Bout
188,Ibo Aslan,27,75,77.0,12-01-0,04-01,8.87,72%,3.38,63%,5.49,0.0,0%,0%,0.0,13,92.31%,0.00%,0.00%,92.31%,12,0,0,1,0,0,0,0,-130.0,Light Heavyweight Bout
189,Vitor Petrino,26,74,77.0,11-0-0,5-0,2.74,45%,2.49,45%,0.25,3.86,68%,71%,0.8,11,63.64%,9.09%,27.27%,72.73%,7,0,1,0,3,0,0,0,-319.0,Light Heavyweight Bout
190,Vitor Petrino,26,74,77.5,10-0-0,5-0,3.07,48%,2.65,43%,0.42,4.15,70%,68%,1.0,10,70.00%,10.00%,20.00%,80.00%,7,0,1,0,2,0,0,0,-319.0,Light Heavyweight Bout
191,Vitor Petrino,26,74,77.0,11-0-0,5-0,2.74,45%,2.49,45%,0.25,3.86,68%,71%,0.8,11,63.64%,9.09%,27.27%,72.73%,7,0,1,0,3,0,0,0,236.0,Light Heavyweight Bout
192,Vitor Petrino,26,74,77.5,10-0-0,5-0,3.07,48%,2.65,43%,0.42,4.15,70%,68%,1.0,10,70.00%,10.00%,20.00%,80.00%,7,0,1,0,2,0,0,0,236.0,Light Heavyweight Bout
193,Vitor Petrino,26,74,77.0,11-0-0,5-0,2.74,45%,2.49,45%,0.25,3.86,68%,71%,0.8,11,63.64%,9.09%,27.27%,72.73%,7,0,1,0,3,0,0,0,-550.0,Light Heavyweight Bout
194,Vitor Petrino,26,74,77.5,10-0-0,5-0,3.07,48%,2.65,43%,0.42,4.15,70%,68%,1.0,10,70.00%,10.00%,20.00%,80.00%,7,0,1,0,2,0,0,0,-550.0,Light Heavyweight Bout
195,Zhang Mingyang,25,74,75.0,16-06-0,5-0,8.86,56%,5.57,59%,3.29,0.0,0%,0%,0.0,22,45.00%,27.00%,0.00%,72.73%,10,3,6,2,0,1,0,0,-121.0,Light Heavyweight Bout
196,Devin Clark,33,72,75.0,14-08-0,02-03,2.99,55%,2.95,43%,0.04,2.35,33%,60%,0.1,22,18.18%,4.55%,40.91%,22.73%,4,3,1,4,9,1,0,0,-210.0,Light Heavyweight Bout
197,Magomed Ankalaev,31,75,75.0,18-01-0,3-0-1 (1 NC),3.56,52%,2.2,58%,1.36,1.07,31%,86%,0.0,20,45.00%,5.00%,40.00%,50.00%,9,0,1,1,8,0,0,0,-500.0,Light Heavyweight Bout
198,Irene Aldana,35,69,68.5,14-07-0,03-02,4.86,39%,5.71,59%,-0.85,0.17,50%,75%,0.3,21,38.00%,14.00%,14.00%,52.38%,8,2,3,0,3,5,0,0,-220.0,Light Heavyweight Bout
199,Drew Dober,35,68,70.0,27-12-0,04-01,4.58,40%,4.46,51%,0.12,0.68,17%,56%,0.1,39,28.00%,23.00%,18.00%,51.28%,11,2,9,4,7,6,0,0,-395.0,Lightweight Bout
200,Drew Dober,35,68,70.0,27-12-0,04-01,4.58,40%,4.46,51%,0.12,0.68,17%,56%,0.1,39,28.00%,23.00%,18.00%,51.28%,11,2,9,4,7,6,0,0,125.0,Lightweight Bout
201,Nazim Sadykhov,29,70,69.0,09-01-0,5-0,4.35,52%,3.72,56%,0.63,0.52,100%,75%,0.5,10,60.00%,20.00%,10.00%,80.00%,6,0,2,1,1,0,0,0,130.0,Lightweight Bout
202,Diego Ferreira,39,69,74.0,18-05-0,02-03,4.66,37%,3.42,56%,1.24,0.71,22%,63%,0.7,23,17.39%,30.43%,30.43%,47.83%,4,3,7,0,7,2,0,0,295.0,Lightweight Bout
203,Terrance McKinney,29,70,73.0,15-06-0,03-02,4.46,52%,2.51,44%,1.95,3.52,36%,85%,1.0,21,33.33%,38.10%,0.00%,71.43%,7,4,8,2,0,0,0,0,148.0,Lightweight Bout
204,Terrance McKinney,29,70,73.0,15-06-0,03-02,4.46,52%,2.51,44%,1.95,3.52,36%,85%,1.0,21,33.33%,38.10%,0.00%,71.43%,7,4,8,2,0,0,0,0,-500.0,Lightweight Bout
205,James Llontop,24,72,73.0,14-02-0,5-0,4.93,54%,1.93,74%,3.0,0.0,0%,71%,0.0,16,43.75%,6.25%,37.50%,50.00%,7,0,1,1,6,1,0,0,-350.0,Lightweight Bout
206,Gabriel Benitez,35,68,71.0,23-11-0,02-03,4.92,41%,4.26,62%,0.66,0.24,50%,55%,1.0,35,25.71%,28.57%,11.43%,54.29%,9,4,10,3,4,5,0,0,167.0,Lightweight Bout
207,Gabriel Benitez,35,68,71.0,23-10-0,02-03,4.79,41%,4.05,65%,0.74,0.27,50%,58%,1.1,33,27.00%,30.00%,12.00%,57.58%,9,4,10,2,4,4,0,0,167.0,Lightweight Bout
208,Gabriel Benitez,35,68,71.0,23-11-0,02-03,4.92,41%,4.26,62%,0.66,0.24,50%,55%,1.0,35,25.71%,28.57%,11.43%,54.29%,9,4,10,3,4,5,0,0,-101.0,Lightweight Bout
209,Gabriel Benitez,35,68,71.0,23-10-0,02-03,4.79,41%,4.05,65%,0.74,0.27,50%,58%,1.1,33,27.00%,30.00%,12.00%,57.58%,9,4,10,2,4,4,0,0,-101.0,Lightweight Bout
210,Charles Oliveira,34,70,74.0,34-9-0,04-01,3.54,53%,3.19,51%,0.35,2.32,40%,55%,2.7,44,22.73%,47.73%,6.82%,70.45%,10,4,21,4,3,1,0,0,190.0,Lightweight Bout
211,Jalin Turner,28,75,77.0,14-07-0,03-02,6.02,48%,4.63,41%,1.39,0.88,55%,75%,1.2,21,47.62%,19.05%,0.00%,66.67%,10,3,4,0,0,4,0,0,-230.0,Lightweight Bout
212,Jalin Turner,28,75,75.5,13-07-0,03-02,5.82,48%,4.61,41%,1.21,0.91,55%,75%,1.3,20,45.00%,20.00%,0.00%,65.00%,9,3,4,0,0,4,0,0,-230.0,Lightweight Bout
213,Jalin Turner,28,75,77.0,14-07-0,03-02,6.02,48%,4.63,41%,1.39,0.88,55%,75%,1.2,21,47.62%,19.05%,0.00%,66.67%,10,3,4,0,0,4,0,0,-194.0,Lightweight Bout
214,Jalin Turner,28,75,75.5,13-07-0,03-02,5.82,48%,4.61,41%,1.21,0.91,55%,75%,1.3,20,45.00%,20.00%,0.00%,65.00%,9,3,4,0,0,4,0,0,-194.0,Lightweight Bout
215,Valter Walker,26,78,81.0,11-0-0,5-0,0.0,0%,0.0,0%,0.0,0.0,0%,0%,0.0,11,54.55%,9.09%,36.36%,63.64%,6,0,1,0,4,0,0,0,-300.0,Lightweight Bout
216,Kurt Holobaugh,37,71,70.0,20-07-0,03-02,4.89,44%,4.44,48%,0.45,0.87,36%,50%,1.1,29,27.59%,34.48%,10.34%,62.07%,8,1,10,1,3,5,0,0,135.0,Lightweight Bout
217,Abdul-Kareem Al-Selwady,33,71,69.0,17-05-0,03-02,4.6,28%,3.6,61%,1.0,1.0,16%,0%,0.0,18,44.00%,11.00%,28.00%,55.56%,8,3,2,0,5,0,0,0,-182.0,Lightweight Bout
218,Nikolas Motta,30,69,70.5,13-5 (1 NC),2-2 (1 NC),2.65,30%,4.61,52%,-1.96,0.0,0%,82%,0.0,18,50.00%,0.00%,22.00%,50.00%,9,4,0,1,4,0,0,0,270.0,Lightweight Bout
219,Nikolas Motta,30,69,70.5,13-05-0,03-02,3.4,34%,4.71,58%,-1.31,0.0,0%,100%,0.0,18,50.00%,0.00%,22.00%,50.00%,9,4,0,1,4,0,0,0,270.0,Lightweight Bout
220,Nikolas Motta,30,69,70.5,13-5 (1 NC),2-2 (1 NC),2.65,30%,4.61,52%,-1.96,0.0,0%,82%,0.0,18,50.00%,0.00%,22.00%,50.00%,9,4,0,1,4,0,0,0,-110.0,Lightweight Bout
221,Nikolas Motta,30,69,70.5,13-05-0,03-02,3.4,34%,4.71,58%,-1.31,0.0,0%,100%,0.0,18,50.00%,0.00%,22.00%,50.00%,9,4,0,1,4,0,0,0,-110.0,Lightweight Bout
222,Sumudaerji,27,68,72.0,16-05-0,03-02,4.83,54%,2.75,62%,2.08,0.32,100%,66%,0.6,21,62.00%,5.00%,10.00%,66.67%,13,0,1,5,2,0,0,0,275.0,Lightweight Bout
223,Drakkar Klose,36,69,70.0,14-02-0,04-01,4.33,55%,3.4,52%,0.93,1.78,30%,68%,0.0,17,35.29%,0.00%,47.06%,35.29%,6,1,0,0,8,1,0,0,-125.0,Lightweight Bout
224,Drakkar Klose,35,69,70.0,13-02-0,04-01,4.38,55%,3.44,52%,0.94,1.8,30%,69%,0.0,16,31.00%,0.00%,50.00%,31.25%,5,1,0,0,8,1,0,0,-125.0,Lightweight Bout
225,Drakkar Klose,36,69,70.0,14-02-0,04-01,4.33,55%,3.4,52%,0.93,1.78,30%,68%,0.0,17,35.29%,0.00%,47.06%,35.29%,6,1,0,0,8,1,0,0,-153.0,Lightweight Bout
226,Drakkar Klose,35,69,70.0,13-02-0,04-01,4.38,55%,3.44,52%,0.94,1.8,30%,69%,0.0,16,31.00%,0.00%,50.00%,31.25%,5,1,0,0,8,1,0,0,-153.0,Lightweight Bout
227,Chase Hooper,24,73,74.0,13-03-0,03-02,4.86,51%,3.59,36%,1.27,1.42,22%,55%,2.2,17,23.53%,35.29%,17.65%,58.82%,4,1,6,0,3,2,0,0,180.0,Lightweight Bout
228,Chase Hooper,24,73,74.0,12-03-0,03-02,5.0,51%,3.67,36%,1.33,1.47,22%,50%,2.1,16,25.00%,31.00%,19.00%,56.25%,4,1,5,0,3,2,0,0,180.0,Lightweight Bout
229,Chase Hooper,24,73,74.0,13-03-0,03-02,4.86,51%,3.59,36%,1.27,1.42,22%,55%,2.2,17,23.53%,35.29%,17.65%,58.82%,4,1,6,0,3,2,0,0,130.0,Lightweight Bout
230,Chase Hooper,24,73,74.0,12-03-0,03-02,5.0,51%,3.67,36%,1.33,1.47,22%,50%,2.1,16,25.00%,31.00%,19.00%,56.25%,4,1,5,0,3,2,0,0,130.0,Lightweight Bout
231,Joaquim Silva,35,68,69.0,13-04-0,02-03,3.61,41%,4.51,54%,-0.9,0.45,60%,64%,0.7,18,38.89%,16.67%,16.67%,55.56%,7,3,3,1,3,1,0,0,133.0,Lightweight Bout
232,Joaquim Silva,34,68,69.0,12-04-0,02-03,3.71,40%,4.79,52%,-1.08,0.17,50%,58%,0.5,16,44.00%,19.00%,13.00%,62.50%,7,3,3,0,2,1,0,0,133.0,Lightweight Bout
233,Joaquim Silva,35,68,69.0,13-04-0,02-03,3.61,41%,4.51,54%,-0.9,0.45,60%,64%,0.7,18,38.89%,16.67%,16.67%,55.56%,7,3,3,1,3,1,0,0,-300.0,Middleweight Bout
234,Joaquim Silva,34,68,69.0,12-04-0,02-03,3.71,40%,4.79,52%,-1.08,0.17,50%,58%,0.5,16,44.00%,19.00%,13.00%,62.50%,7,3,3,0,2,1,0,0,-300.0,Middleweight Bout
235,Mauricio Ruffy,27,71,75.0,09-01-0,04-01,4.75,58%,4.07,58%,0.68,0.0,0%,100%,0.0,10,90.00%,0.00%,0.00%,90.00%,9,1,0,0,0,0,0,0,-173.0,Lightweight Bout
236,Ismael Bonfim,28,68,71.0,19-04-0,04-01,4.91,57%,2.66,76%,2.25,1.11,28%,81%,0.0,23,39.13%,17.39%,26.09%,56.52%,9,0,4,4,6,0,0,0,-550.0,Lightweight Bout
237,Austin Hubbard,32,70,71.0,15-07-0,03-02,3.83,46%,3.37,56%,0.46,1.55,52%,63%,0.0,23,21.74%,8.70%,39.13%,30.43%,5,0,2,3,9,4,0,0,145.0,Lightweight Bout
238,Justin Gaethje,35,71,70.0,25-04-0,03-02,7.35,60%,7.5,53%,-0.15,0.13,25%,75%,0.0,29,68.97%,3.45%,13.79%,72.41%,20,2,1,2,4,0,0,0,-175.0,Lightweight Bout
239,Bobby Green,37,70,71.0,31-15-1,2-2 (1 NC),6.14,52%,3.74,62%,2.4,1.2,37%,74%,0.3,48,22.92%,18.75%,22.92%,41.67%,11,5,9,2,11,8,0,0,-175.0,Lightweight Bout
240,Bobby Green,37,70,71.0,31-14-1,2-2 (1 NC),6.15,52%,3.66,62%,2.49,1.21,37%,74%,0.3,45,24.00%,20.00%,24.00%,44.44%,11,4,9,2,11,8,0,0,-175.0,Lightweight Bout
